tag_id_long,date,stage,origin,fork_length_mm,action,species
989.001038864826,2021-06-02,estuary,wild,85,tag,ck
989.001038864862,2021-06-02,estuary,hatchery,85,tag,ck
989.001038864891,2021-06-02,estuary,hatchery,85,tag,ck
989.001038864827,2021-06-02,estuary,hatchery,85,tag,ck
989.001038864865,2021-06-02,estuary,hatchery,85,tag,ck
989.001038864825,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864882,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864853,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864832,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864848,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864893,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864892,2021-06-02,estuary,hatchery,86,tag,ck
989.001038864852,2021-06-02,estuary,hatchery,87,tag,ck
989.001038864847,2021-06-02,estuary,hatchery,87,tag,ck
989.001038864868,2021-06-02,estuary,hatchery,89,tag,ck
989.001038864821,2021-06-02,estuary,hatchery,89,tag,ck
989.001038864879,2021-06-02,estuary,wild,89,tag,ck
989.001038864881,2021-06-02,estuary,hatchery,90,tag,ck
989.001038864833,2021-06-02,estuary,hatchery,91,tag,ck
989.001038864844,2021-06-02,estuary,hatchery,91,tag,ck
989.001038864849,2021-06-02,estuary,hatchery,91,tag,ck
989.001038864894,2021-06-02,estuary,hatchery,92,tag,ck
989.001038864906,2021-06-02,estuary,hatchery,92,tag,ck
989.001038864888,2021-06-02,estuary,hatchery,93,tag,ck
989.001038864904,2021-06-02,estuary,hatchery,93,tag,ck
989.001038864896,2021-06-02,estuary,hatchery,94,tag,ck
989.001038864912,2021-06-02,estuary,hatchery,94,tag,ck
989.001038864901,2021-06-02,estuary,hatchery,94,tag,ck
989.001038864899,2021-06-02,estuary,hatchery,94,tag,ck
989.001038864851,2021-06-02,estuary,hatchery,95,tag,ck
989.001038864914,2021-06-02,estuary,hatchery,95,tag,ck
989.001038864911,2021-06-02,estuary,hatchery,96,tag,ck
989.001038864839,2021-06-02,estuary,hatchery,99,tag,ck
989.001038864860,2021-06-02,estuary,wild,98,tag,co
989.001038864822,2021-06-02,estuary,hatchery,129,tag,co
989.001038864876,2021-06-02,estuary,unknown,100,tag,rbt
989.001038864872,2021-06-02,estuary,unknown,111,tag,rbt
989.001038864837,2021-06-02,estuary,unknown,121,tag,rbt
989.001038865828,2021-06-02,estuary,wild,67,tag,ck
989.001038865899,2021-06-02,estuary,hatchery,69,tag,ck
989.001038865877,2021-06-02,estuary,hatchery,71,tag,ck
989.001038865819,2021-06-02,estuary,hatchery,71,tag,ck
989.001038865868,2021-06-02,estuary,wild,72,tag,ck
989.001038865850,2021-06-02,estuary,hatchery,72,tag,ck
989.001038865889,2021-06-02,estuary,wild,75,tag,ck
989.001038865854,2021-06-02,estuary,hatchery,75,tag,ck
989.001038865835,2021-06-02,estuary,hatchery,75,tag,ck
989.001038865818,2021-06-02,estuary,hatchery,77,tag,ck
989.001038865897,2021-06-02,estuary,hatchery,77,tag,ck
989.001038865910,2021-06-02,estuary,wild,78,tag,ck
989.001038865887,2021-06-02,estuary,hatchery,79,tag,ck
989.001038865838,2021-06-02,estuary,wild,80,tag,ck
989.001038865844,2021-06-02,estuary,hatchery,81,tag,ck
989.001038865863,2021-06-02,estuary,hatchery,82,tag,ck
989.001038865908,2021-06-02,estuary,hatchery,82,tag,ck
989.001038865833,2021-06-02,estuary,hatchery,83,tag,ck
989.001038865894,2021-06-02,estuary,hatchery,83,tag,ck
989.001038865876,2021-06-02,estuary,hatchery,83,tag,ck
989.001038865916,2021-06-02,estuary,hatchery,84,tag,ck
989.001038865849,2021-06-02,estuary,hatchery,84,tag,ck
989.001038865820,2021-06-02,estuary,hatchery,85,tag,ck
989.001038865857,2021-06-02,estuary,hatchery,87,tag,ck
989.001038865913,2021-06-02,estuary,hatchery,88,tag,ck
989.001038865855,2021-06-02,estuary,hatchery,89,tag,ck
989.001038865873,2021-06-02,estuary,hatchery,91,tag,ck
989.001038865825,2021-06-02,estuary,hatchery,91,tag,ck
989.001038865821,2021-06-02,estuary,hatchery,92,tag,ck
989.001038865907,2021-06-02,estuary,hatchery,92,tag,ck
989.001038865842,2021-06-02,estuary,hatchery,94,tag,ck
989.001038865901,2021-06-02,estuary,hatchery,126,tag,ck
989.001038865893,2021-06-02,estuary,unknown,86,tag,rbt
989.001038865861,2021-06-02,estuary,unknown,96,tag,rbt
989.001038864321,2021-06-02,estuary,wild,59,tag,ck
989.001038864332,2021-06-02,estuary,wild,60,tag,ck
989.001038864393,2021-06-02,estuary,wild,61,tag,ck
989.001038864341,2021-06-02,estuary,wild,64,tag,ck
989.001038864400,2021-06-02,estuary,wild,66,tag,ck
989.001038864413,2021-06-02,estuary,hatchery,69,tag,ck
989.001038864334,2021-06-02,estuary,hatchery,69,tag,ck
989.001038864316,2021-06-02,estuary,wild,69,tag,ck
989.001038864408,2021-06-02,estuary,wild,71,tag,ck
989.001038864369,2021-06-02,estuary,hatchery,71,tag,ck
989.001038864379,2021-06-02,estuary,hatchery,73,tag,ck
989.001038864319,2021-06-02,estuary,hatchery,73,tag,ck
989.001038864396,2021-06-02,estuary,hatchery,74,tag,ck
989.001038864392,2021-06-02,estuary,hatchery,74,tag,ck
989.001038864326,2021-06-02,estuary,hatchery,75,tag,ck
989.001038864357,2021-06-02,estuary,hatchery,75,tag,ck
989.001038864409,2021-06-02,estuary,hatchery,75,tag,ck
989.001038864315,2021-06-02,estuary,hatchery,76,tag,ck
989.001038864385,2021-06-02,estuary,hatchery,76,tag,ck
989.001038864382,2021-06-02,estuary,hatchery,77,tag,ck
989.001038864404,2021-06-02,estuary,hatchery,77,tag,ck
989.001038864355,2021-06-02,estuary,hatchery,77,tag,ck
989.001038864335,2021-06-02,estuary,hatchery,77,tag,ck
989.001038864370,2021-06-02,estuary,wild,78,tag,ck
989.001038864399,2021-06-02,estuary,hatchery,80,tag,ck
989.001038864381,2021-06-02,estuary,hatchery,80,tag,ck
989.001038864407,2021-06-02,estuary,hatchery,80,tag,ck
989.001038736516,2021-06-01,estuary,wild,61,tag,ck
